hero_id,game_id,total_gold,item_id_1,item_id_2,item_id_3,item_id_4,item_id_5
57,444,42288,106,167,94,52,120
49,444,25824,54,103,61,116,75
42,444,28560,118,90,147,40,93
15,444,27072,140,88,106,79,2
107,444,28464,88,148,143,43,169
116,444,11952,39,41,79,25,21
88,444,31536,160,7,151,46,102
4,445,18584,60,78,118,57,11
102,445,3795,42,164,150,119,149
79,445,16077,13,154,127,86,126
72,445,13800,89,112,71,137,6
113,445,6877,47,96,141,35,163
47,445,8878,119,138,147,87,67
66,445,5405,28,69,59,23,155
50,445,8073,131,104,77,125,70
98,445,8280,17,31,171,131,26
116,445,5520,159,147,151,55,156
73,446,11622,110,19,118,58,27
85,446,9204,77,32,27,158,7
36,446,21294,27,107,8,97,1
32,446,15951,28,12,52,105,173
89,446,12207,99,154,69,5,128
28,446,14001,88,134,18,53,145
111,446,14235,168,76,131,118,148
80,446,10764,70,141,136,22,132
50,446,10140,117,3,114,50,65
87,446,14079,84,153,163,157,56
104,447,5560,38,101,128,97,114
45,447,9940,173,67,107,41,156
54,447,5820,173,143,95,42,29
32,447,9500,106,70,94,3,27
84,447,9820,94,79,127,126,7
10,447,5020,66,28,110,140,91
20,447,6860,40,13,44,163,117
16,447,5620,55,60,50,27,18
7,447,6620,103,48,100,46,69
4,447,12080,128,44,160,12,90
84,448,15456,160,18,29,100,154
10,448,12650,145,148,95,41,172
118,448,14927,105,137,7,15,102
56,448,8809,56,127,143,133,53
68,448,5589,106,35,14,160,53
64,448,11316,8,5,173,132,86
26,448,8671,43,72,130,28,86
45,448,10557,161,146,99,54,103
81,448,4163,50,139,82,109,101
68,448,4623,140,129,150,81,110
20,449,18650,39,1,97,62,165
41,449,9800,4,87,10,173,24
26,449,31400,27,30,47,154,132
119,449,27500,95,163,26,173,13
46,449,40850,86,24,136,152,51
71,449,32850,69,118,146,157,104
93,449,33900,109,67,25,12,148
45,449,10800,83,133,97,79,28
49,449,44950,102,57,165,143,51
39,449,29100,123,12,90,35,114
9,450,27675,92,155,19,110,69
26,450,25461,9,129,55,20,59
9,450,30381,5,67,135,96,70
59,450,16113,75,58,141,135,57
40,450,11357,168,138,33,69,131
119,450,18491,119,81,26,7,157
58,450,16359,26,140,77,17,112
92,450,16400,106,93,6,84,32
24,450,12013,71,9,57,123,138
20,450,15088,80,122,13,6,8
57,451,14520,78,91,104,103,74
72,451,15072,62,157,71,26,61
76,451,10128,22,18,39,130,80
14,451,9552,76,28,97,65,148
104,451,8544,31,20,100,107,104
33,451,12840,82,49,12,152,147
64,451,11808,148,46,146,171,160
23,451,7560,102,140,34,154,138
98,451,11880,35,61,109,111,106
115,451,12432,8,107,11,150,69
14,452,9234,52,128,101,30,12
83,452,6831,139,172,114,130,12
107,452,16713,166,111,146,128,40
44,452,12150,20,139,63,78,141
8,452,10098,81,58,145,49,131
12,452,18522,85,17,146,130,2
12,452,19035,32,135,92,100,47
57,452,20223,41,73,50,140,96
109,452,6777,29,131,12,67,171
8,452,10476,103,133,97,24,96
73,453,15022,101,148,76,170,138
21,453,23548,145,47,18,80,138
62,453,47328,99,85,173,102,13
82,453,22620,119,7,50,139,9
26,453,36366,88,10,1,68,147
13,453,26854,31,80,33,82,45
13,453,30334,104,171,43,147,159
109,453,18676,48,115,29,65,80
15,453,27144,16,44,129,130,79
57,453,53940,24,86,61,93,126
57,454,42900,129,148,64,65,46
35,454,9828,69,7,44,55,88
19,454,18408,39,19,26,172,40
85,454,9867,59,136,18,78,145
38,454,27690,105,76,165,137,168
45,454,12246,141,133,121,148,7
76,454,17823,27,135,58,80,143
103,454,17316,63,47,118,58,123
60,454,20904,25,23,150,118,139
54,454,12207,75,160,101,45,56
71,455,24064,61,118,135,93,73
6,455,8064,82,92,39,102,171
30,455,9536,136,79,162,75,100
9,455,15872,144,61,105,27,57
68,455,6144,109,12,77,78,5
75,455,12128,167,28,103,14,165
4,455,23776,163,96,167,55,92
80,455,10976,6,4,111,63,67
50,455,9472,117,44,127,111,169
17,455,24320,51,108,55,117,11
41,456,10032,108,57,72,127,69
91,456,16104,95,82,55,30,60
95,456,7392,26,118,146,154,57
6,456,8481,91,5,145,27,13
48,456,21054,123,158,131,82,59
104,456,8580,40,149,17,116,19
71,456,21879,115,19,173,172,94
62,456,23892,141,157,119,28,122
104,456,15279,21,117,147,86,42
74,456,12045,47,138,14,29,172
64,457,11808,94,133,154,76,69
36,457,7320,36,85,81,116,164
30,457,7248,119,25,68,137,10
67,457,5208,115,49,126,83,144
41,457,4560,127,81,170,161,106
57,457,24480,33,62,90,76,127
9,457,14760,75,29,170,102,134
51,457,12912,28,117,66,108,118
50,457,6024,84,34,76,57,66
107,457,18336,32,15,149,71,29
49,458,26880,61,101,90,109,52
92,458,20832,65,127,55,80,96
11,458,22704,169,22,163,29,63
76,458,25584,16,65,82,58,6
102,458,17904,51,169,155,45,116
37,458,17424,51,163,159,70,121
18,458,7104,138,12,150,109,64
82,458,19344,41,173,19,123,151
69,458,12816,146,86,75,130,151
10,458,15696,158,93,30,71,64
87,459,17346,63,31,46,160,113
118,459,27384,135,45,34,48,130
27,459,31668,14,130,87,25,22
7,459,30576,159,153,68,93,104
92,459,21546,78,99,20,122,27
29,459,13440,155,134,118,29,121
116,459,10710,165,9,20,131,103
37,459,14742,55,170,142,135,134
69,459,11214,100,20,61,82,91
107,459,32424,81,14,25,135,114
86,460,10152,74,98,127,172,85
91,460,19116,64,123,86,68,56
16,460,13032,164,135,54,66,132
101,460,9792,36,42,56,72,83
85,460,9252,1,156,84,110,146
57,460,25272,127,13,117,162,141
108,460,10728,17,37,41,138,11
104,460,17964,160,52,85,92,54
9,460,16128,103,12,120,117,72
46,460,28404,48,88,43,84,146
27,461,31906,69,83,70,152,21
96,461,47912,109,20,159,163,161
19,461,12031,120,158,55,149,45
83,461,10494,131,148,45,64,76
5,461,28090,152,120,140,43,82
73,461,16059,11,80,139,67,125
67,461,10812,26,27,15,37,132
96,461,43990,12,86,108,31,162
92,461,23691,121,56,9,44,3
98,461,30793,18,23,114,63,92
46,462,19620,31,12,114,64,75
110,462,16140,41,146,109,73,97
59,462,14880,124,153,96,94,49
27,462,12540,80,31,115,144,39
50,462,8070,10,40,75,131,9
61,462,22830,16,133,63,50,53
12,462,22710,161,59,98,146,127
32,462,14130,50,161,58,164,74
90,462,26250,54,46,96,32,69
70,462,14280,43,172,153,54,59
90,463,18125,129,146,94,73,115
1,463,7325,18,172,118,151,131
73,463,9900,54,6,121,150,27
108,463,7700,69,82,108,98,2
32,463,11225,158,132,99,96,142
60,463,16800,20,4,131,129,79
31,463,12100,79,21,170,149,39
94,463,14575,127,86,6,115,10
9,463,16800,125,14,137,157,62
87,463,10000,75,139,163,65,47
30,464,8060,81,80,151,149,70
36,464,10868,53,81,102,147,20
22,464,7020,143,165,161,86,162
3,464,22516,149,48,150,18,23
107,464,20540,83,46,130,98,132
63,464,14950,119,144,115,39,26
60,464,13260,159,61,87,149,33
97,464,20904,22,69,67,11,108
62,464,15158,34,82,80,138,167
80,464,8476,124,127,163,164,170
55,465,26316,104,3,77,100,30
8,465,20339,45,164,96,134,25
115,465,10922,76,135,128,97,149
85,465,14405,117,30,119,173,136
67,465,8514,36,125,54,68,21
64,465,21156,39,120,151,136,170
33,465,17673,101,41,114,8,99
39,465,13459,171,51,65,128,29
47,465,16211,45,125,129,141,131
89,465,24209,120,160,100,129,32
112,466,8592,22,121,40,52,33
58,466,9576,104,43,26,84,112
18,466,3648,130,53,86,37,36
44,466,15048,85,20,119,106,104
39,466,20184,93,132,37,119,153
14,466,9768,111,125,31,97,58
55,466,6120,170,40,47,114,50
97,466,24072,1,146,11,36,165
43,466,18120,25,140,11,114,102
83,466,6000,34,143,55,104,91
34,467,29320,144,112,14,92,139
20,467,18920,76,60,126,62,73
82,467,15640,48,112,172,170,105
47,467,12680,72,36,23,11,118
9,467,29520,126,23,58,122,169
60,467,17600,69,103,138,127,165
38,467,27880,61,63,172,24,1
113,467,10040,148,20,99,73,70
68,467,9880,81,42,17,86,61
116,467,10760,120,57,80,71,106
94,468,34722,9,154,155,159,134
114,468,40176,112,160,104,95,76
88,468,28836,39,72,11,103,142
26,468,29268,91,139,35,124,62
9,468,28998,122,37,5,52,67
72,468,34236,6,23,54,122,71
38,468,38178,53,68,135,58,107
107,468,33480,13,8,102,117,74
8,468,25812,1,159,103,118,73
18,468,24246,47,82,60,67,61
81,469,9730,131,128,77,25,43
76,469,20230,110,94,121,114,21
118,469,22925,80,92,36,43,114
79,469,24990,29,80,170,82,95
101,469,20790,79,147,18,32,71
118,469,22750,165,169,50,17,72
16,469,10395,98,118,132,101,155
67,469,9170,114,70,154,46,57
67,469,8505,128,72,30,33,104
81,469,5530,141,88,68,151,30
19,470,26506,144,147,31,161,125
99,470,26158,104,32,6,83,13
48,470,39034,151,133,69,98,87
67,470,13630,164,124,32,120,90
90,470,26448,14,8,33,165,79
102,470,11310,142,58,75,29,42
114,470,41702,133,100,132,161,19
19,470,27144,169,56,109,54,2
48,470,39788,77,88,141,116,105
6,470,11890,6,5,167,19,7
73,471,10952,81,50,100,141,122
101,471,10841,24,127,166,67,144
28,471,7178,5,152,68,39,20
116,471,10027,129,55,167,97,15
68,471,8029,126,87,62,107,37
93,471,15281,95,126,90,161,84
106,471,15133,132,41,99,19,72
72,471,27158,26,128,30,21,79
63,471,32116,54,158,38,133,55
67,471,7807,147,93,55,42,144
1,472,8832,138,134,27,145,66
23,472,17408,106,25,99,70,118
43,472,10656,106,40,130,170,140
75,472,18464,172,102,23,81,89
34,472,15616,143,151,67,172,23
101,472,11808,41,74,138,11,114
103,472,17088,130,14,60,47,169
80,472,7392,11,116,84,110,111
68,472,6048,98,119,36,102,17
36,472,10240,132,93,81,144,38
98,473,16317,95,69,156,47,9
82,473,14800,2,34,112,80,79
79,473,25826,83,46,127,3,107
74,473,23273,115,7,26,127,32
36,473,19129,154,61,85,141,40
118,473,24124,3,18,55,58,49
67,473,9102,103,100,79,41,7
56,473,22237,37,60,58,29,140
117,473,18907,74,35,71,99,52
113,473,10619,70,105,31,81,80
97,474,33840,150,76,72,71,145
33,474,23535,111,58,141,64,82
96,474,28890,93,63,2,10,119
89,474,20610,158,120,108,11,91
75,474,16380,115,9,89,112,121
3,474,38970,157,30,41,11,47
56,474,24390,89,126,8,161,55
9,474,25740,144,65,40,81,67
40,474,12960,162,37,36,135,15
29,474,16200,83,48,150,82,95
47,475,11956,125,62,85,87,37
87,475,9800,136,92,72,33,36
5,475,15876,128,108,26,57,30
35,475,8967,162,126,25,164,23
105,475,25970,94,74,15,44,172
29,475,20923,75,18,143,153,15
10,475,11760,144,101,150,95,94
76,475,32242,130,134,42,14,151
76,475,21707,27,49,38,132,163
5,475,15974,69,124,27,2,44
102,476,6240,49,54,144,78,63
24,476,13920,21,86,164,143,16
31,476,34480,141,18,45,50,68
64,476,19680,12,89,119,148,145
70,476,17800,19,5,122,41,88
113,476,8080,117,115,22,3,98
46,476,21360,169,55,47,161,98
66,476,9400,8,143,172,76,107
45,476,18920,110,122,66,38,89
118,476,26200,159,91,164,118,39
40,477,12375,166,28,97,127,73
78,477,28980,109,16,74,141,156
86,477,12870,165,1,97,105,7
55,477,21690,119,124,92,50,170
57,477,47340,13,160,91,63,162
112,477,21195,63,136,142,102,62
75,477,27135,30,124,127,58,41
112,477,22275,4,12,52,169,135
73,477,14490,93,149,148,173,61
78,477,25650,110,132,158,169,172
89,478,9843,17,156,164,83,102
79,478,31110,69,80,124,14,171
52,478,34221,6,31,39,149,59
36,478,17238,86,113,163,45,10
81,478,12750,26,171,52,148,22
39,478,36873,7,77,168,52,88
85,478,14229,55,137,25,166,16
108,478,18768,95,83,159,152,147
57,478,54417,115,154,170,100,81
69,478,13617,142,10,101,139,151
79,479,17184,13,27,122,146,101
55,479,6792,51,130,26,96,149
14,479,8016,148,46,110,64,40
51,479,15576,7,39,55,68,110
28,479,8112,91,18,66,10,147
91,479,16296,44,138,85,95,119
9,479,9816,79,100,25,104,172
55,479,13896,108,74,31,162,39
38,479,15408,105,138,117,165,111
42,479,14280,125,120,21,51,37
15,480,31528,91,128,87,105,49
102,480,22456,131,170,95,107,114
109,480,19320,101,59,94,79,2
13,480,22456,72,52,120,171,22
64,480,27552,53,32,126,50,66
11,480,20160,85,45,161,68,32
116,480,13328,107,131,105,63,73
35,480,12824,143,91,124,114,48
98,480,18200,157,140,104,97,150
105,480,31080,2,75,134,172,40
69,481,14685,129,106,59,36,44
100,481,41250,33,121,86,59,150
90,481,37895,32,138,154,93,14
62,481,27445,73,3,74,19,143
60,481,27610,18,21,39,165,48
107,481,32835,149,23,155,148,65
115,481,18480,26,13,42,154,163
31,481,31460,11,51,7,35,20
15,481,22055,66,40,125,22,134
74,481,34100,130,10,79,158,92
15,482,29422,120,101,44,170,77
6,482,10998,69,145,159,108,75
21,482,11609,49,132,69,112,61
61,482,26837,77,171,107,54,2
79,482,33793,51,15,171,114,117
86,482,13583,73,13,60,36,40
111,482,26179,81,98,11,33,134
90,482,30973,8,43,148,63,15
46,482,36096,5,96,154,112,151
84,482,25615,108,17,48,92,166
95,483,5840,132,146,99,8,173
11,483,8420,71,117,79,98,84
72,483,13820,64,16,86,105,137
27,483,12340,138,112,170,123,1
62,483,11080,52,57,15,152,41
43,483,13760,55,109,142,39,93
55,483,11840,66,132,41,89,48
24,483,5060,76,26,65,123,134
16,483,6120,133,5,8,12,135
76,483,10940,93,99,2,52,158
94,484,21042,91,81,131,19,95
42,484,24990,75,148,62,29,83
84,484,30324,92,127,88,34,62
74,484,13776,20,110,31,5,48
62,484,43722,163,156,113,34,85
44,484,23646,70,91,15,75,83
89,484,22890,159,96,56,65,61
115,484,22848,107,154,97,67,103
32,484,17766,83,2,17,111,48
106,484,9072,134,138,160,12,34
18,485,22440,80,115,10,11,122
119,485,25575,93,90,135,122,36
3,485,47630,56,74,99,50,141
85,485,15015,115,19,62,5,8
78,485,33715,13,118,92,66,17
8,485,25960,120,108,28,106,40
15,485,22110,121,91,52,149,130
24,485,16665,171,37,164,158,90
22,485,28820,61,82,160,94,101
3,485,47630,61,82,83,39,26
26,486,22995,12,140,172,45,54
67,486,12555,171,29,163,109,60
25,486,27945,124,4,33,59,72
80,486,7965,34,106,13,30,139
106,486,10080,150,24,80,130,32
34,486,20520,77,141,129,78,107
10,486,9540,26,9,42,69,83
63,486,38160,53,97,85,121,73
91,486,32040,59,136,83,35,48
21,486,10755,153,41,4,96,104
65,487,14896,33,48,60,100,80
109,487,7924,170,96,128,166,34
30,487,7392,105,116,164,36,25
42,487,16660,64,173,44,26,105
3,487,24248,78,157,90,76,127
11,487,12040,8,67,149,13,62
79,487,22372,16,145,148,152,167
1,487,7056,93,92,57,2,51
1,487,6972,151,173,91,171,121
6,487,7168,61,154,7,148,132
67,488,8484,112,77,155,149,79
55,488,24276,116,53,73,144,2
22,488,13860,21,130,118,64,38
100,488,25326,65,162,1,111,96
57,488,38934,119,132,46,79,170
17,488,31920,56,121,50,15,143
28,488,17766,88,138,170,96,29
94,488,26754,145,30,154,14,161
78,488,24276,8,141,173,113,66
19,488,13188,58,35,118,136,105
46,489,29820,31,118,120,71,22
25,489,24276,1,58,82,138,5
94,489,8946,87,95,57,158,100
32,489,11802,56,23,76,41,38
101,489,25872,35,162,171,69,100
114,489,23310,21,51,134,1,106
86,489,13860,169,26,103,8,45
77,489,15498,159,157,24,65,115
35,489,14238,40,151,62,150,29
14,489,15246,75,102,113,33,83
80,490,12366,65,147,137,168,151
25,490,32724,55,134,94,12,64
7,490,39744,170,4,78,21,1
10,490,22140,131,28,164,65,123
15,490,27486,32,131,14,114,4
118,490,35262,115,5,171,44,78
118,490,35262,61,52,147,6,156
84,490,39582,139,87,22,99,33
74,490,34290,35,68,37,77,105
107,490,38502,111,17,57,122,69
24,491,8658,61,132,100,160,159
66,491,9126,126,92,132,86,154
59,491,13416,68,162,146,76,75
40,491,10452,45,79,100,142,43
107,491,21684,148,37,91,60,106
85,491,13221,169,135,168,166,123
51,491,19890,11,144,69,88,119
4,491,30069,81,169,71,123,107
20,491,21528,170,79,101,137,45
42,491,23205,79,112,95,76,129
82,492,20436,166,173,126,7,64
91,492,29692,36,170,54,151,41
4,492,34216,162,61,128,32,60
60,492,13624,141,75,161,115,16
2,492,16640,33,49,147,162,141
34,492,29224,52,58,77,44,21
98,492,17368,166,136,148,34,77
49,492,40040,160,18,123,99,60
57,492,39936,163,94,65,127,105
42,492,30940,131,56,98,85,18
28,493,9270,98,97,63,67,122
107,493,25920,171,54,93,38,115
52,493,30465,67,134,163,120,122
60,493,31905,95,131,136,150,142
15,493,17910,116,13,163,122,147
84,493,33840,132,136,81,29,157
12,493,34065,56,33,82,170,47
69,493,12015,138,67,125,74,3
19,493,15885,37,62,161,164,102
5,493,20970,168,6,103,124,54
53,494,16426,161,119,171,83,172
100,494,28896,104,70,25,145,110
116,494,11137,107,141,44,86,1
42,494,25585,153,139,151,157,122
67,494,11223,95,168,165,141,131
30,494,10277,78,149,30,31,76
12,494,31820,9,137,86,27,116
15,494,23478,22,2,158,31,135
19,494,8127,7,29,170,93,27
119,494,24080,172,114,15,86,146
26,495,13275,10,81,138,52,105
94,495,7825,141,92,25,162,171
114,495,18225,7,40,50,52,72
66,495,5800,67,159,33,120,83
9,495,10850,135,169,80,43,37
83,495,7000,99,116,24,21,145
41,495,7400,66,53,148,37,59
8,495,13725,54,79,33,101,69
17,495,19000,116,104,170,139,173
53,495,17700,60,168,112,163,126
72,496,21195,83,82,141,152,50
57,496,26217,79,7,34,53,147
42,496,16065,140,95,3,60,135
99,496,13689,161,164,169,48,36
3,496,23382,136,133,21,12,98
38,496,18630,65,74,35,161,16
81,496,6318,54,93,164,121,86
25,496,18900,46,31,38,71,67
12,496,19872,154,37,131,51,48
118,496,17658,4,89,166,139,69
58,497,22743,119,131,94,14,121
47,497,11058,140,131,127,60,28
79,497,30951,114,46,169,126,136
31,497,22173,105,152,55,140,43
104,497,13737,33,151,36,172,114
34,497,44517,15,56,144,136,33
112,497,23655,163,23,136,32,38
33,497,31863,59,96,47,171,29
61,497,31464,42,163,127,68,134
8,497,28272,112,133,78,42,137
99,498,17639,74,123,139,28,93
12,498,23126,141,123,53,153,65
8,498,18011,20,101,37,97,21
90,498,21142,7,17,104,9,139
68,498,5766,78,141,67,125,10
64,498,15252,42,111,126,28,54
45,498,12710,105,59,136,92,31
108,498,8804,150,37,136,141,146
15,498,13640,142,118,124,147,45
50,498,7254,117,149,153,163,137
96,499,20472,108,20,46,70,88
21,499,9168,64,18,144,66,107
36,499,6504,24,154,70,30,155
115,499,5352,79,113,121,4,98
10,499,4656,80,74,16,151,84
19,499,4320,22,7,57,32,104
59,499,9672,119,3,68,67,56
99,499,15432,58,47,79,33,150
46,499,9960,18,88,137,156,42
86,499,5208,163,52,77,136,70
3,500,20784,121,16,154,55,86
51,500,16248,13,57,152,136,116
41,500,4776,122,135,151,82,95
9,500,16488,123,163,52,108,48
11,500,7992,30,55,35,104,4
119,500,12360,81,138,64,139,106
24,500,8112,83,13,35,44,109
43,500,16272,98,154,157,114,164
11,500,8160,80,118,125,49,16
24,500,8352,41,49,93,148,114
96,501,35196,54,46,34,166,98
87,501,9870,148,123,127,154,22
57,501,27342,28,138,129,157,3
118,501,27510,148,133,94,61,67
39,501,28014,32,67,83,126,61
49,501,18648,117,112,130,39,65
83,501,16842,17,153,22,127,163
114,501,29358,90,141,149,134,71
63,501,38766,71,102,61,115,111
87,501,14784,33,105,106,83,76
60,502,31093,139,66,35,56,20
109,502,29972,107,26,111,56,162
68,502,15399,122,6,101,18,93
77,502,22833,36,158,166,122,104
20,502,27848,38,64,35,116,23
86,502,13334,122,76,121,27,17
74,502,24544,76,107,86,102,98
30,502,13629,13,8,74,69,73
51,502,37111,24,163,155,93,13
66,502,13865,167,150,27,16,56
100,503,14420,159,78,63,153,97
71,503,14820,55,29,102,56,166
78,503,9860,122,83,42,19,96
62,503,3720,159,5,108,56,95
26,503,15560,37,29,96,86,24
10,503,10660,50,9,52,53,30
45,503,8880,108,86,171,37,127
110,503,12400,145,136,131,77,42
80,503,5740,119,137,143,16,37
65,503,8780,43,115,48,90,32
75,504,22734,48,7,163,32,8
56,504,33750,168,156,169,108,104
61,504,33426,30,117,28,41,65
26,504,28890,142,69,115,111,87
53,504,35856,38,74,118,18,29
61,504,46008,143,161,111,159,79
102,504,13122,130,145,13,148,165
46,504,39528,51,108,142,161,20
92,504,11016,83,105,171,96,34
13,504,31266,137,2,14,163,70
33,505,17101,28,72,43,19,1
77,505,17101,22,132,88,142,57
93,505,26754,57,20,161,77,29
87,505,9800,160,27,140,116,120
112,505,19796,54,92,148,46,135
82,505,19110,158,127,63,16,33
27,505,20188,103,149,62,9,125
68,505,12740,76,30,167,169,40
37,505,19257,156,55,158,62,10
18,505,12887,116,90,134,112,131
13,506,20800,62,49,30,156,150
42,506,30940,91,108,39,149,30
47,506,16120,169,26,104,148,72
21,506,14404,86,130,122,137,7
71,506,31096,78,161,65,17,64
99,506,27352,44,34,134,14,60
75,506,23764,69,133,141,157,53
81,506,17732,120,159,44,136,31
114,506,22256,144,1,28,90,21
56,506,14976,40,57,86,165,90
37,507,9400,45,25,142,112,110
90,507,30409,129,8,33,126,148
62,507,22184,146,62,104,46,15
106,507,14711,96,72,18,56,82
75,507,37647,4,142,127,93,157
1,507,11891,25,86,18,35,85
13,507,19364,38,77,155,21,13
29,507,29469,79,33,153,136,72
47,507,13771,15,2,160,142,20
51,507,29798,23,120,161,150,15
83,508,10816,118,27,1,10,62
6,508,6188,116,2,47,45,135
88,508,15834,44,112,163,155,40
45,508,5382,94,92,66,126,59
66,508,5824,9,85,100,139,123
75,508,22282,79,54,110,61,166
105,508,14456,88,28,128,35,159
37,508,5668,161,70,52,144,55
93,508,16848,131,83,57,13,161
9,508,12714,128,120,86,70,26
101,509,15504,166,150,97,82,154
56,509,20162,60,69,149,106,33
82,509,12002,151,64,127,9,11
20,509,12784,135,167,74,39,81
51,509,17918,152,96,23,98,72
110,509,16762,38,68,107,48,168
16,509,9588,149,110,106,78,126
43,509,14348,152,64,110,22,143
33,509,11730,9,147,20,113,51
50,509,10880,106,20,158,39,108
76,510,22099,9,28,62,139,26
30,510,11711,66,75,137,35,89
26,510,28714,173,113,151,147,144
111,510,26215,160,138,33,159,82
76,510,30478,108,59,43,32,151
53,510,24941,86,70,158,48,170
107,510,31360,67,18,53,50,32
73,510,20041,27,159,157,38,168
87,510,17248,169,155,96,101,97
86,510,15974,53,116,60,22,40
55,511,8697,111,95,10,8,112
21,511,12558,81,98,43,20,7
85,511,13416,110,80,64,81,2
64,511,19188,146,70,87,138,2
19,511,15990,72,94,2,61,1
50,511,10530,33,6,103,1,111
37,511,13260,168,139,73,119,45
107,511,19617,165,95,124,10,173
66,511,9750,81,98,144,123,19
15,511,25116,80,171,155,162,42
93,512,23521,65,149,150,161,57
115,512,14878,89,100,115,36,97
84,512,25628,67,85,56,156,42
51,512,24811,115,86,153,159,128
103,512,31949,30,17,157,5,154
47,512,8729,24,12,125,9,29
82,512,14319,65,151,32,54,137
80,512,12040,119,55,123,41,52
14,512,25757,138,49,83,87,145
14,512,23564,87,125,44,139,124
95,513,6345,146,29,37,58,125
22,513,9477,89,11,38,64,147
100,513,17118,14,107,22,151,90
44,513,16200,88,145,44,172,164
75,513,16146,25,86,155,1,61
21,513,6399,138,123,95,77,2
17,513,20520,86,21,167,46,72
73,513,5886,108,24,104,76,129
38,513,18657,124,95,113,99,96
104,513,11043,171,102,113,145,82
4,514,42598,92,25,68,149,123
76,514,40946,93,92,98,158,87
52,514,38881,46,17,141,55,111
92,514,21889,55,144,35,115,36
41,514,10266,68,72,76,57,25
41,514,11387,73,77,82,167,135
113,514,18054,128,157,164,98,172
76,514,36934,168,70,95,62,130
20,514,23010,97,24,134,114,123
16,514,15281,8,136,94,29,12
29,515,35695,36,102,21,100,139
20,515,21476,18,31,30,63,69
108,515,21535,122,35,159,67,59
106,515,24131,155,171,126,71,96
33,515,23954,106,63,82,3,41
28,515,26550,84,40,71,56,93
83,515,19411,4,10,83,103,87
106,515,23895,117,90,100,127,158
18,515,12390,147,160,112,171,105
7,515,39412,123,135,148,83,60
84,516,27685,163,169,143,65,20
39,516,10430,45,67,46,8,107
96,516,24850,154,111,87,100,20
41,516,10150,18,104,126,4,28
81,516,11060,33,85,140,79,90
6,516,7350,167,108,48,15,60
88,516,14315,54,24,168,155,47
67,516,8085,34,41,40,68,17
98,516,12040,111,139,15,76,122
54,516,14980,102,156,163,67,92
115,517,20425,149,3,122,163,138
99,517,22403,18,132,7,49,96
59,517,16125,45,76,71,12,94
69,517,11481,39,162,140,159,99
57,517,44634,47,123,43,79,98
15,517,27907,106,127,121,35,129
109,517,10105,23,85,65,60,17
25,517,19737,122,121,85,151,120
78,517,29412,132,76,109,88,78
40,517,10277,69,120,80,67,143
100,518,15928,9,100,150,136,126
70,518,12760,41,110,101,91,105
66,518,5544,61,150,35,102,173
55,518,6622,31,48,38,65,165
34,518,12144,129,140,38,103,132
115,518,4884,2,147,135,59,172
29,518,11924,77,85,117,136,162
39,518,17160,58,133,137,15,7
18,518,3300,14,128,39,159,143
80,518,6930,94,79,135,95,102
55,519,18468,164,151,48,158,143
34,519,32562,14,16,106,149,47
73,519,19386,148,147,119,9,59
27,519,29592,20,158,23,64,172
49,519,36936,50,10,44,60,117
13,519,31860,129,21,158,22,4
48,519,31752,54,83,74,43,52
53,519,31050,85,16,122,145,34
82,519,21708,68,36,151,105,116
27,519,26352,107,56,132,159,15
7,520,17898,147,78,158,101,159
89,520,12996,103,120,42,116,21
65,520,32604,132,67,68,154,171
38,520,35169,131,163,11,21,133
43,520,39273,4,83,150,33,12
13,520,22059,113,124,33,138,139
89,520,26847,128,140,50,119,14
116,520,13851,47,117,80,130,10
89,520,26049,154,24,142,88,153
58,520,22743,64,96,23,47,94
26,521,20124,89,143,52,152,167
61,521,30348,20,17,71,15,167
19,521,11952,96,24,37,8,101
112,521,13500,129,51,28,55,56
116,521,9468,172,87,64,146,20
30,521,10008,157,85,90,114,36
74,521,14760,102,37,160,5,78
34,521,25164,92,109,123,159,77
80,521,8856,152,95,73,151,86
74,521,10044,31,45,146,60,53
101,522,17550,54,71,160,76,34
19,522,10000,148,76,79,115,83
84,522,28550,33,153,5,13,138
112,522,18750,152,114,145,75,143
32,522,16150,19,69,157,158,131
40,522,12450,156,21,129,91,94
92,522,19200,119,105,27,55,17
13,522,16700,161,16,79,23,159
101,522,30600,49,52,136,5,150
87,522,13650,142,137,91,169,6
65,523,34320,144,164,9,112,51
58,523,21945,82,153,90,106,165
54,523,26785,101,84,131,132,82
89,523,16720,141,39,149,26,115
116,523,14465,173,107,120,22,2
49,523,34100,155,63,66,50,151
105,523,27445,130,110,56,170,30
63,523,34870,24,105,115,1,64
99,523,29370,54,20,106,21,65
42,523,32725,151,144,84,139,24
92,524,22935,25,77,24,20,53
104,524,17380,172,124,94,15,95
97,524,52690,69,148,118,32,5
86,524,17380,126,16,80,128,35
110,524,34650,125,4,13,77,15
86,524,13970,17,35,45,23,15
6,524,11385,50,51,158,5,168
3,524,47630,62,57,113,33,144
43,524,16940,70,11,153,85,147
43,524,35365,160,101,21,71,5
40,525,8033,6,86,70,153,75
119,525,13224,13,42,39,128,102
34,525,15515,125,102,58,93,28
54,525,9251,10,145,100,28,161
82,525,10672,93,63,118,60,144
106,525,9425,78,159,63,161,120
72,525,16675,65,63,24,100,26
38,525,19894,116,104,120,6,102
61,525,24070,95,7,138,144,170
53,525,14935,136,120,173,42,99
63,526,15015,39,145,125,7,154
32,526,14850,70,106,17,131,168
96,526,27456,80,132,137,112,170
