"Match","Hero","Player","Result","Kills","Deaths","Assists","KDA","GPM","XPM","Last Hits","Denies","LVL","HD","TD","HH","GS","End Game Items"
"6996482015","Tiny","ponyo","Loss","2","15","8","0.67","232","348","55","0","18","12142","184","0","9690","Blink Dagger Force Staff Ghost Scepter Tranquil Boots Observer and Sentry Wards Dust of Appearance"
"6996482015","Rubick","Boombell","Win","2","5","23","5.00","328","558","88","1","22","15313","243","0","11950","Boots of Speed Force Staff Gem of True Sight Aeon Disk Aether Lens"
"6996482015","Ember Spirit","Denise'-","Loss","8","3","9","5.67","609","764","389","6","25","48217","759","0","25935","Phase Boots Kaya and Sange Maelstrom Linken's Sphere Black King Bar Aghanim's Scepter"
"6996354810","Tiny","Corvus","Loss","2","9","11","1.44","221","303","32","2","13","10277","156","0","8845","Blink Dagger Tranquil Boots Fluffy Hat Dust of Appearance Wind Lace Smoke of Deceit"
"6996354810","Snapfire","H1j4ck","Win","9","0","19","-","544","730","198","3","21","22555","3903","10282","16310","Magic Wand Pipe of Insight Guardian Greaves Vladmir's Offering Crystalys Bracer"
"6996354810","Shadow Fiend","Le agarre a la melodía","Win","17","2","10","13.50","810","998","350","12","25","34422","13616","0","27865","Power Treads Satanic Black King Bar Hurricane Pike Silver Edge Butterfly"
"6996354810","Medusa","Edward","Loss","5","4","5","2.50","612","605","347","14","19","15224","979","0","19300","Magic Wand Manta Style Dragon Lance Eye of Skadi Power Treads Monkey King Bar"
"6996354810","Terrorblade","JP","Win","3","2","19","11.00","730","763","386","10","22","13501","15845","0","23480","Crystalys Hurricane Pike Manta Style Black King Bar Power Treads Eye of Skadi"
"6996354810","Silencer","SexyeYogye","Win","1","5","28","5.80","340","534","50","2","18","12012","762","0","11080","Boots of Speed Force Staff Refresher Orb  Gem of True Sight Infused Raindrops Magic Wand"
"6996354810","Tusk","Kiri","Win","6","8","19","3.12","324","481","21","1","17","10185","0","195","9860","Sentry Ward Dust of Appearance Tranquil Boots Blink Dagger Aghanim's Scepter"
"6996354810","Leshrac","Lumpy","Loss","5","8","5","1.25","465","452","229","7","16","14433","1880","0","15430","Black King Bar Bloodstone Magic Wand Wind Lace Bottle Boots of Travel"
"6996354810","Dark Seer","OSfrog","Loss","3","8","7","1.25","412","662","168","3","20","19684","39","2158","12050","Ghost Scepter Blink Dagger Force Staff Guardian Greaves Magic Stick"
"6996354810","Dawnbreaker","JimmyCoff666","Loss","2","7","7","1.29","263","334","77","2","14","8993","0","1459","7790","Lotus Orb Clarity Sentry Ward Magic Wand Boots of Speed"
"6996310238","Leshrac","Lumpy","Loss","12","6","11","3.83","651","851","488","12","27","47568","1641","110","31030","Black King Bar Bloodstone Scythe of Vyse Kaya and Sange Blink Dagger Boots of Travel 2"
"6996310238","Keeper of the Light","Le agarre a la melodía","Win","15","5","16","6.20","777","823","554","3","28","45683","1564","19969","35040","Spirit Vessel Ethereal Blade Aeon Disk Hurricane Pike Scythe of Vyse Octarine Core"
"6996310238","Rubick","Kiri","Win","3","3","30","11.00","376","716","112","9","26","18706","830","585","19015","Force Staff Black King Bar Glimmer Cape Blink Dagger Aether Lens Quelling Blade"
"6996310238","Treant Protector","SexyeYogye","Win","5","12","32","3.08","353","680","75","4","24","15632","456","12959","12850","Arcane Boots Refresher Orb Iron Branch Iron Branch Blink Dagger"
"6996310238","Lina","Edward","Loss","7","5","9","3.20","625","750","505","12","26","24220","3929","0","26765","Dragon Lance Black King Bar Silver Edge Gleipnir Nullifier Boots of Travel"
"6996310238","Clockwerk","JimmyCoff666","Loss","4","15","14","1.20","317","411","64","15","19","19261","189","0","12835","Force Staff Pipe of Insight Magic Wand Tranquil Boots"
"6996310238","Nature's Prophet","OSfrog","Loss","3","8","19","2.75","554","565","392","8","22","27908","4677","0","26730","Black King Bar Nullifier Force Staff Aghanim's Scepter Power Treads Silver Edge"
"6996310238","Marci","Corvus","Loss","1","9","17","2.00","231","535","60","4","22","14039","51","3231","10165","Magic Wand Phase Boots Observer and Sentry Wards Black King Bar"
"6996310238","Spectre","JP","Win","10","2","29","19.50","674","841","402","7","28","70319","12497","0","31775","Blade Mail Power Treads Abyssal Blade Black King Bar Eye of Skadi Aghanim's Scepter"
"6996310238","Centaur Warrunner","H1j4ck","Win","9","7","25","4.86","431","680","191","5","25","20239","3905","0","14740","Phase Boots Blink Dagger Lotus Orb Black King Bar Magic Stick Vanguard"
"6996269306","Primal Beast","SexyeYogye","Loss","3","9","9","1.33","316","290","99","2","13","14597","198","0","11725","Arcane Boots Magic Wand Black King Bar Sentry Ward Blink Dagger"
"6996269306","Kunkka","Lumpy","Win","3","2","19","11.00","643","798","420","5","22","20931","1751","0","22565","Blink Dagger Black King Bar Shiva's Guard Magic Stick Phase Boots Bracer"
"6996269306","Morphling","JP","Loss","3","2","3","3.00","656","681","416","11","21","12946","3961","0","21795","Manta Style Power Treads Eye of Skadi Black King Bar Dragon Lance Falcon Blade"
"6996269306","Broodmother","H1j4ck","Loss","3","4","9","3.00","454","528","221","3","18","11305","3427","3939","11100","Magic Wand Guardian Greaves Wraith Pact Soul Ring Quelling Blade Wraith Band"
"6996269306","Death Prophet","OSfrog","Win","6","1","13","19.00","460","543","192","6","18","15798","4996","8093","15580","Wind Lace Guardian Greaves Wraith Band Lotus Orb Wraith Band Heaven's Halberd"
"6996269306","Dawnbreaker","JimmyCoff666","Win","4","7","15","2.71","329","427","66","2","16","10592","215","3623","10080","Aghanim's Scepter Holy Locket Boots of Speed"
"6996269306","Lina","Edward","Win","8","3","7","5.00","734","780","362","6","22","23842","19564","0","25615","Satanic Falcon Blade Black King Bar Gleipnir Boots of Travel Daedalus"
"6996269306","Marci","Corvus","Win","2","5","18","4.00","306","395","39","1","15","9064","1758","1499","9650","Sentry Ward Phase Boots Black King Bar Dust of Appearance Belt of Strength Magic Stick"
"6996269306","Rubick","Kiri","Loss","5","4","9","3.50","337","340","63","8","14","19351","431","444","10865","Aether Lens Dust of Appearance Boots of Speed Blink Dagger Ghost Scepter Gem of True Sight"
"6996269306","Bounty Hunter","Le agarre a la melodía","Loss","4","5","9","2.60","555","540","196","8","18","19602","566","0","18305","Phase Boots Aether Lens Aghanim's Scepter Black King Bar Drum of Endurance Vanguard"
"6996204391","Primal Beast","Lissex-","Loss","10","9","4","1.56","521","664","291","2","22","17955","421","0","20580","Soul Ring Black King Bar Ultimate Orb Blink Dagger Aghanim's Scepter Phase Boots"
"6996204391","Faceless Void","Tiburoncin","Loss","3","8","10","1.62","525","620","302","6","21","9195","0","0","21280","Power Treads Manta Style Black King Bar Hand of Midas Maelstrom Ultimate Orb"
"6996204391","Skywrath Mage","Destroyer^^|","Loss","8","7","9","2.43","338","494","59","3","19","21483","0","0","12200","Rod of Atos Blink Dagger Magic Stick Arcane Boots Void Stone"
"6996204391","Invoker","Mr.Jeans","Win","5","5","15","4.00","639","830","311","11","24","22359","1676","69","23045","Boots of Travel Blink Dagger Black King Bar Linken's Sphere Aghanim's Scepter Hand of Midas"
"6996204391","Lion","jupiter","Win","4","7","17","3.00","269","554","24","2","20","10633","144","195","10060","Tranquil Boots Fluffy Hat Wind Lace Blink Dagger Magic Stick"
"6996204391","Batrider","15 añitos","Loss","3","5","11","2.80","521","764","308","12","23","18179","0","0","20670","Blink Dagger Black King Bar Refresher Orb Octarine Core Boots of Travel Wind Lace"
"6996204391","Troll Warlord","mini","Win","10","5","8","3.60","752","874","395","10","25","18594","14866","0","30985","Swift Blink Black King Bar Manta Style Battle Fury Abyssal Blade Phase Boots"
"6996204391","Silencer","Namikase.Fsy","Loss","1","7","13","2.00","281","443","81","2","18","13636","0","0","7965","Boots of Speed Force Staff Veil of Discord Magic Wand Dust of Appearance Observer and Sentry Wards"
"6996204391","Mars","Hyko","Win","13","2","10","11.50","555","804","226","23","24","27837","941","0","22360","Blink Dagger Phase Boots Soul Ring Black King Bar Refresher Orb Aether Lens"
"6996204391","Treant Protector","NUAGES","Win","4","6","22","4.33","343","513","64","3","19","14523","336","5417","11545","Blink Dagger Guardian Greaves Magic Wand Sentry Ward Gem of True Sight"
"6996127636","Enchantress","Namikase.Fsy","Loss","4","5","9","2.60","371","640","202","2","24","18461","2801","4976","18010","Power Treads Hurricane Pike Observer and Sentry Wards Holy Locket Dust of Appearance Black King Bar"
"6996127636","Faceless Void","Tiburoncin","Loss","8","5","16","4.80","591","679","384","4","25","22955","1785","0","26630","Power Treads Mjollnir Black King Bar Hand of Midas Refresher Orb Eye of Skadi"
"6996127636","Viper","Lissex-","Loss","7","11","8","1.36","484","604","328","16","24","28238","1586","0","18820","Dust of Appearance Black King Bar Hurricane Pike Scythe of Vyse Wraith Band Power Treads"
"6996127636","Batrider","15 añitos","Loss","6","4","11","4.25","535","793","373","16","26","24493","60","0","22930","Blink Dagger Black King Bar Aether Lens Refresher Orb Orchid Malevolence  Boots of Travel"
"6996127636","Tusk","Destroyer^^|","Loss","2","10","13","1.50","226","364","34","0","18","9558","143","0","9030","Force Staff Blink Dagger Dust of Appearance Wind Lace Boots of Speed Point Booster"
"6996127636","Storm Spirit","Mr.Jeans","Win","13","2","18","15.50","686","783","507","6","28","40629","2864","0","32265","Aghanim's Scepter Witch Blade Black King Bar Refresher Orb Kaya and Sange Linken's Sphere"
"6996127636","Tidehunter","Hyko","Win","2","4","18","5.00","521","697","304","7","27","19507","8707","0","26085","Blink Dagger Boots of Speed Lotus Orb Magic Wand Black King Bar Assault Cuirass"
"6996127636","Vengeful Spirit","jupiter","Win","2","6","22","4.00","305","563","75","4","23","9656","199","0","14680","Boots of Bearing Aeon Disk Observer and Sentry Wards Point Booster Magic Stick Gem of True Sight"
"6996127636","Mirana","NUAGES","Win","5","9","25","3.33","352","564","119","1","23","11904","1021","5560","10305","Magic Wand Guardian Greaves Force Staff Sentry Ward"
"6996127636","Monkey King","mini","Win","13","6","15","4.67","812","854","547","13","28","40612","9688","0","36395","Abyssal Blade Black King Bar Daedalus Butterfly Aghanim's Scepter Eye of Skadi"
"6996116526","Treant Protector","Misha","Loss","0","10","6","0.60","177","224","34","2","13","8281","0","4347","7200","Ring of Protection Dust of Appearance Magic Wand Arcane Boots Iron Branch"
"6996116526","Invoker","Stormstormer","Win","12","1","19","31.00","719","859","394","34","27","40915","5915","0","27040","Blink Dagger Hand of Midas Scythe of Vyse Boots of Travel 2 Octarine Core Black King Bar"
"6996116526","Undying","Fishman","Win","4","5","16","4.00","277","390","19","3","18","8829","456","3398","11925","Boots of Speed Force Staff Drum of Endurance Sentry Ward Magic Wand Aeon Disk"
"6996116526","Tiny","suzuya","Win","4","4","16","5.00","407","653","155","5","23","15134","104","0","19485","Tranquil Boots Force Staff Blink Dagger Scythe of Vyse Eul's Scepter of Divinity Gem of True Sight"
"6996116526","Death Prophet","Tobi","Win","8","0","15","-","550","752","334","14","25","18151","9318","7151","23080","Wraith Band Shiva's Guard Guardian Greaves Cheese Octarine Core Heaven's Halberd"
"6996116526","Puck","bzm","Loss","3","9","7","1.11","500","619","390","7","23","18943","64","0","22125","Kaya and Sange Blink Dagger Aether Lens Boots of Travel Witch Blade Aeon Disk"
"6996116526","Terrorblade","Yuragi","Loss","2","1","5","7.00","738","555","706","9","21","23866","2689","0","38720","Daedalus Eye of Skadi Silver Edge Butterfly Black King Bar Hurricane Pike"
"6996116526","Nature's Prophet","Watson","Win","6","1","16","22.00","758","840","471","27","27","24938","13315","0","26670","Bloodthorn Satanic Hand of Midas Black King Bar Power Treads Assault Cuirass"
"6996116526","Pangolier","DM","Loss","3","5","8","2.20","473","619","342","12","23","18551","276","4315","19575","Blink Dagger Force Staff Heaven's Halberd Quelling Blade Guardian Greaves Skull Basher"
"6996116526","Shadow Demon","Taiga","Loss","3","9","4","0.78","236","270","54","1","15","10263","0","602","9825","Tranquil Boots Blink Dagger Fluffy Hat Magic Wand Observer and Sentry Wards Aether Lens"
"6995998897","Zeus","Nine","Win","18","0","11","-","683","733","450","2","28","61140","864","0","32530","Wind Waker Boots of Travel Refresher Orb Octarine Core Aghanim's Scepter Kaya and Sange"
"6995998897","Bloodseeker","skiter","Win","4","2","11","7.50","683","719","545","26","27","16008","10502","0","32245","Heaven's Halberd Black King Bar Manta Style Boots of Travel 2 Mjollnir Cheese"
"6995998897","Tiny","Saksa","Win","5","5","15","4.00","379","551","179","4","23","11685","2351","0","19710","Octarine Core Blink Dagger Heaven's Halberd Boots of Travel Gem of True Sight Force Staff"
"6995998897","Doom","33","Win","4","2","14","9.00","868","756","488","6","28","15741","2383","0","42170","Overwhelming Blink Shiva's Guard Black King Bar Octarine Core Refresher Orb Boots of Travel 2"
"6995998897","Treant Protector","suzuya","Loss","3","7","6","1.29","353","445","134","4","21","10415","0","2576","16245","Boots of Speed Refresher Orb Blink Dagger Hand of Midas Sentry Ward Aeon Disk"
"6995998897","Brewmaster","Tobi","Loss","4","3","7","3.67","322","482","191","11","22","18900","0","255","14960","Assault Cuirass Pipe of Insight Arcane Boots Gem of True Sight Blink Dagger Urn of Shadows"
"6995998897","Shadow Demon","Sneyking","Win","1","7","15","2.29","463","539","180","3","23","8426","1230","5861","23110","Aeon Disk Blink Dagger Aghanim's Scepter Boots of Speed Gem of True Sight Octarine Core"
"6995998897","Pangolier","Stormstormer","Loss","3","8","7","1.25","502","692","443","3","25","14742","0","0","20690","Blink Dagger Lotus Orb Diffusal Blade Linken's Sphere Skull Basher Boots of Speed"
"6995998897","Terrorblade","Watson","Loss","5","4","3","2.00","793","575","769","23","24","19517","6107","0","35735","Satanic Monkey King Bar Swift Blink Black King Bar Sange and Yasha Daedalus"
"6995998897","Rubick","Fishman","Loss","1","10","7","0.80","248","297","77","2","17","9229","231","195","13225","Boots of Speed Force Staff Magic Wand Observer and Sentry Wards Aether Lens"
"6995992657","Rubick","ᅚ","Win","6","2","26","16.00","421","655","71","2","17","19323","376","627","10035","Fluffy Hat Hood of Defiance Aether Lens Tranquil Boots Blink Dagger Magic Wand"
"6995992657","Snapfire","Sora","Loss","2","7","2","0.57","358","339","135","8","12","8427","690","2039","8190","Fluffy Hat Bracer Magic Wand Guardian Greaves"
"6995992657","Earth Spirit","DarknesK","Loss","1","9","10","1.22","227","338","30","1","12","9087","0","0","5615","Urn of Shadows Eul's Scepter of Divinity Magic Wand Boots of Speed Clarity"
"6995992657","Tusk","Ñengoflow KELOKE","Loss","2","6","4","1.00","366","420","143","10","13","10943","129","0","9060","Wind Lace Phase Boots Blink Dagger Falcon Blade Magic Wand Mithril Hammer"
"6995992657","Batrider","-_Möön_-","Win","9","3","18","9.00","525","715","158","2","18","21166","0","0","13950","Blink Dagger Magic Wand Black King Bar Bottle Boots of Travel"
"6995992657","Lina","Unknown","Loss","5","7","5","1.43","559","616","234","9","17","14704","2570","0","13225","Boots of Travel Hurricane Pike Mithril Hammer Wind Lace Falcon Blade Maelstrom"
"6995992657","Dawnbreaker","ShakaLord","Loss","2","9","6","0.89","316","359","102","0","12","6770","0","2540","8110","Magic Stick Aghanim's Scepter Observer Ward Arcane Boots"
"6995992657","Broodmother","ArzenT","Win","14","6","14","4.67","535","638","128","6","17","11717","4893","2544","11740","Guardian Greaves Soul Ring Pipe of Insight Magic Wand Orb of Corrosion Wraith Band"
"6995992657","Clockwerk","RedMonster","Win","2","3","16","6.00","307","428","50","20","14","9279","505","0","6880","Glimmer Cape Magic Wand Infused Raindrops Boots of Speed Fluffy Hat"
"6995992657","Slark","Rena.-♥","Win","5","1","17","22.00","582","702","205","8","18","16677","7111","0","14300","Power Treads Diffusal Blade Aegis of the Immortal Aghanim's Scepter Ultimate Orb Mage Slayer"
"6995890822","Morphling","Unknown","Loss","6","7","7","1.86","530","598","367","17","22","14813","1652","0","22595","Power Treads Manta Style Black King Bar Falcon Blade Eye of Skadi Aghanim's Scepter"
"6995890822","Rubick","DarknesK","Loss","4","8","9","1.62","352","453","130","4","19","14658","0","240","16175","Urn of Shadows Eul's Scepter of Divinity Force Staff Pipe of Insight Boots of Speed Aether Lens"
"6995890822","Silencer","ShakaLord","Loss","2","9","13","1.67","198","258","38","1","14","11010","52","0","8630","Observer and Sentry Wards Dust of Appearance Force Staff Magic Wand Boots of Speed"
"6995890822","Ancient Apparition","RedMonster","Win","3","6","16","3.17","320","484","40","2","20","12624","589","0","12035","Glimmer Cape Magic Wand Gem of True Sight Aeon Disk Tranquil Boots"
"6995890822","Medusa","Rena.-♥","Win","6","0","11","-","928","834","688","12","26","22516","18193","0","42900","Silver Edge Swift Blink Linken's Sphere Manta Style Aegis of the Immortal Eye of Skadi"
"6995890822","Ember Spirit","-_Möön_-","Win","12","4","11","5.75","517","711","251","8","24","34973","838","0","27310","Scythe of Vyse Phase Boots Orb of Corrosion Black King Bar Aghanim's Scepter Maelstrom"
"6995890822","Dragon Knight","Ñengoflow KELOKE","Loss","4","3","11","5.00","609","762","413","13","25","19648","687","0","29380","Blink Dagger Power Treads Manta Style Aghanim's Scepter Black King Bar Bloodthorn"
"6995890822","Death Prophet","ArzenT","Win","6","2","13","9.50","529","653","276","10","23","21153","4320","3668","22560","Guardian Greaves Blink Dagger Black King Bar Shiva's Guard Magic Wand Aeon Disk"
"6995890822","Mars","Sora","Loss","3","5","11","2.80","423","496","274","11","20","15124","62","0","18105","Bracer Blink Dagger Black King Bar Scythe of Vyse Phase Boots Soul Ring"
"6995890822","Clockwerk","ᅚ","Win","5","8","24","3.62","309","440","54","21","19","17654","380","0","11835","Magic Wand Tranquil Boots Pipe of Insight Heaven's Halberd"
"6995872508","Tiny","Saksa","Win","5","8","20","3.12","385","570","129","5","25","25700","722","0","17455","Lotus Orb Blink Dagger Aether Lens Tranquil Boots Aeon Disk Force Staff"
"6995872508","Timbersaw","DM","Loss","9","6","9","3.00","593","679","497","10","26","43015","723","19474","29855","Blink Dagger Scythe of Vyse Black King Bar Kaya and Sange Guardian Greaves Aghanim's Scepter"
"6995872508","Silencer","Misha","Loss","3","7","15","2.57","244","305","49","1","18","17755","32","0","13020","Sentry Ward Veil of Discord Boots of Speed Magic Wand Drum of Endurance Refresher Orb"
"6995872508","Enigma","33","Win","6","3","22","9.33","526","573","342","59","25","35419","9720","9565","27370","Scythe of Vyse Octarine Core Guardian Greaves Wind Lace Black King Bar Aeon Disk"
"6995872508","Keeper of the Light","Nine","Win","8","4","18","6.50","654","614","500","6","26","41808","468","17272","32790","Aghanim's Scepter Dagon Scythe of Vyse Boots of Travel Octarine Core Black King Bar"
"6995872508","Phoenix","Sneyking","Win","10","8","12","2.75","430","574","122","7","25","23970","440","14473","20460","Tranquil Boots Force Staff Eul's Scepter of Divinity Aeon Disk Refresher Orb Gem of True Sight"
"6995872508","Dragon Knight","skiter","Win","8","2","18","13.00","819","684","603","18","28","55438","19931","0","44320","Black King Bar Overwhelming Blink Manta Style Power Treads Mjollnir Octarine Core"
"6995872508","Storm Spirit","bzm","Loss","7","7","14","3.00","618","685","527","11","26","45291","1447","0","33745","Scythe of Vyse Witch Blade Aghanim's Scepter Black King Bar Refresher Orb Kaya and Sange"
"6995872508","Naga Siren","Yuragi","Loss","3","5","11","2.80","763","486","842","5","23","27764","3553","0","37530","Scythe of Vyse Heart of Tarrasque Silver Edge Manta Style Bloodthorn Black King Bar"
"6995872508","Rubick","Taiga","Loss","3","12","11","1.17","269","352","111","0","20","27739","53","105","13445","Arcane Boots Blink Dagger Black King Bar Magic Wand Dagon Observer Ward"
"6995830401","Treant Protector","BLACKARXANGEL","Loss","0","7","5","0.71","197","278","39","9","12","6025","0","2596","5925","Observer and Sentry Wards Magic Wand Tranquil Boots Dust of Appearance Wind Lace"
"6995830401","Puck","Egor","Win","5","2","12","8.50","506","600","188","7","19","19153","716","0","14440","Boots of Speed Linken's Sphere Blink Dagger Kaya Witch Blade Gem of True Sight"
"6995830401","Dragon Knight","Blizzy","Loss","2","7","9","1.57","366","446","152","13","16","11816","949","0","12195","Magic Wand Black King Bar Blink Dagger Power Treads Sange Bracer"
"6995830401","Batrider","Dodren","Loss","4","1","8","12.00","453","549","182","13","18","11913","0","0","13275","Boots of Travel Blink Dagger Magic Wand Black King Bar Force Staff Wind Lace"
"6995830401","Hoodwink","ArrOw","Loss","7","4","4","2.75","307","403","75","1","15","14156","0","0","10155","Blink Dagger Magic Wand Force Staff Glimmer Cape Dust of Appearance Arcane Boots"
"6995830401","Lina","Lukas","Win","9","4","8","4.25","735","828","361","5","22","21365","14053","0","21520","Boots of Travel Maelstrom Satanic Aegis of the Immortal Black King Bar Linken's Sphere"
"6995830401","Phoenix","Bignum","Win","1","3","12","4.33","321","519","67","1","17","9240","343","2193","8535","Lotus Orb Smoke of Deceit Gauntlets of Strength Magic Wand Dust of Appearance Tranquil Boots"
"6995830401","Spirit Breaker","CemaTheSlayeR","Win","3","7","12","2.14","290","423","42","1","15","8631","0","0","7570","Magic Wand Observer and Sentry Wards Shadow Blade Phase Boots Wind Lace"
"6995830401","Beastmaster","хип-хоп маньяк","Win","6","1","10","16.00","578","691","238","6","20","15586","11131","1316","16180","Black King Bar Arcane Boots Helm of the Overlord Magic Wand Blink Dagger Dust of Appearance"
"6995830401","Weaver","Dinozavrik","Loss","4","5","5","1.80","534","652","294","8","20","12845","85","0","16935","Power Treads Magic Wand Maelstrom Linken's Sphere Black King Bar Crystalys"
"6995705391","Tiny","Bignum","Win","2","10","21","2.30","293","478","122","5","22","24668","200","0","13070","Blink Dagger Force Staff Aghanim's Scepter Magic Stick Crystalys Boots of Speed"
"6995705391","Leshrac","Dodren","Loss","11","7","15","3.71","777","725","588","7","26","62409","920","0","32850","Boots of Travel Kaya and Sange Shiva's Guard Black King Bar Bloodstone Scythe of Vyse"
"6995705391","Rubick","CemaTheSlayeR","Win","7","5","18","5.00","342","491","98","4","22","20733","0","0","20015","Glimmer Cape Octarine Core Force Staff Boots of Speed Smoke of Deceit"
"6995705391","Ember Spirit","Egor","Win","13","4","18","7.75","642","730","572","5","27","72713","1023","0","27285","Boots of Travel Bottle Gleipnir Black King Bar Aghanim's Scepter Kaya and Sange"
"6995705391","Lich","BLACKARXANGEL","Loss","4","15","14","1.20","270","351","40","3","18","16815","0","0","9185","Magic Wand Force Staff Observer and Sentry Wards Tranquil Boots Wraith Band"
"6995705391","Broodmother","Blizzy","Loss","1","3","17","6.00","496","665","392","5","25","15213","1784","9189","25780","Aghanim's Scepter Pipe of Insight Aeon Disk Guardian Greaves Soul Ring Scythe of Vyse"
"6995705391","Naga Siren","Lukas","Win","9","3","14","7.67","960","717","967","5","28","34972","16686","0","42850","Nullifier Swift Blink Manta Style Heart of Tarrasque Eye of Skadi Bloodthorn"
"6995705391","Death Prophet","хип-хоп маньяк","Win","4","7","23","3.86","481","624","320","9","25","36134","8178","11878","27110","Heaven's Halberd Guardian Greaves Pipe of Insight Magic Wand Shiva's Guard Refresher Orb"
"6995705391","Slark","Dinozavrik","Loss","8","4","9","4.25","555","638","411","7","26","29369","494","0","27140","Power Treads Black King Bar Bloodthorn Refresher Orb Magic Wand Aghanim's Scepter"
"6995705391","Hoodwink","ArrOw","Loss","5","7","17","3.14","348","468","150","3","21","21291","0","195","15705","Blink Dagger Dust of Appearance Force Staff Boots of Speed Lotus Orb Aether Lens"
"6995606237","Leshrac","Egor","Loss","0","2","4","2.00","534","571","348","8","19","14038","0","0","15235","Boots of Travel Bloodstone Blink Dagger Magic Wand Gem of True Sight Kaya and Sange"
"6995606237","Snapfire","хип-хоп маньяк","Loss","2","4","4","1.50","388","447","183","14","17","11505","0","3153","12080","Wraith Band Guardian Greaves Aghanim's Scepter Magic Wand"
"6995606237","Lina","Lukas","Loss","3","7","2","0.71","538","599","312","7","19","12579","950","0","16965","Dragon Lance Falcon Blade Boots of Travel Magic Wand Black King Bar Gleipnir"
"6995606237","Tusk","Bignum","Loss","0","8","3","0.38","204","265","17","3","12","6583","0","0","5565","Blink Dagger Dust of Appearance Boots of Speed Magic Stick"
"6995606237","Weaver","Dinozavrik","Win","14","0","6","-","709","735","332","12","22","28063","7926","0","23695","Power Treads Nullifier Gleipnir Daedalus Magic Wand Black King Bar"
"6995606237","Clockwerk","BLACKARXANGEL","Win","3","6","15","3.00","260","302","40","13","13","11052","0","0","6915","Magic Wand Force Staff Tranquil Boots Observer and Sentry Wards Enchanted Mango Wind Lace"
"6995606237","Centaur Warrunner","Blizzy","Win","3","0","16","-","490","656","250","7","20","10125","1597","0","19245","Heart of Tarrasque Pipe of Insight Blink Dagger Boots of Speed Crimson Guard Platemail"
"6995606237","Batrider","Dodren","Win","3","0","19","-","465","623","210","13","20","19822","0","0","16075","Boots of Travel Blink Dagger Octarine Core Black King Bar Gem of True Sight Wind Lace"
"6995606237","Omniknight","CemaTheSlayeR","Loss","0","5","3","0.60","185","281","25","2","13","4514","0","1420","6250","Observer and Sentry Wards Arcane Boots Force Staff Magic Wand"
"6995606237","Rubick","ArrOw","Win","3","0","19","-","348","513","91","2","18","16067","105","0","10615","Aether Lens Magic Stick Force Staff Boots of Speed Blink Dagger Observer Ward"
"6995523354","Brewmaster","项羽","Win","3","5","19","4.40","420","695","194","10","27","14707","7588","0","18440","Refresher Orb Aeon Disk Aghanim's Scepter Blink Dagger Tranquil Boots"
"6995523354","Magnus","JT-","Loss","4","4","15","4.75","433","591","311","9","24","9323","165","3836","19420","Blink Dagger Force Staff Boots of Speed Refresher Orb Aether Lens"
"6995523354","Tinker","NothingToSay","Win","14","3","13","9.00","804","786","563","12","29","74474","0","416","31505","Overwhelming Blink Ethereal Blade Aeon Disk Bloodstone Shiva's Guard Black King Bar"
"6995523354","Lina","Shiro","Win","7","4","13","5.00","771","819","696","10","29","31456","9856","0","39100","Satanic Silver Edge Gleipnir Aeon Disk Boots of Travel Black King Bar"
"6995523354","Undying","Dy","Loss","4","10","21","2.50","263","457","38","1","21","11740","22","215","12005","Glimmer Cape Fluffy Hat Sentry Ward Pipe of Insight Tranquil Boots"
"6995523354","Drow Ranger","Ghost","Loss","12","3","9","7.00","761","840","614","29","28","35800","9167","0","37250","Manta Style Hurricane Pike Black King Bar Silver Edge Swift Blink Eye of Skadi"
"6995523354","Treant Protector","Y`","Win","1","10","13","1.40","351","547","86","2","23","11751","290","4962","11710","Blink Dagger Magic Wand Force Staff Arcane Boots Gem of True Sight Observer and Sentry Wards"
"6995523354","Rubick","Pyw","Loss","2","10","14","1.60","258","378","61","2","19","13349","0","279","11430","Dust of Appearance Blink Dagger Glimmer Cape Sentry Ward Boots of Speed Aether Lens"
"6995523354","Hoodwink","PlAnet","Win","4","7","15","2.71","346","520","165","1","22","20957","776","0","15540","Blink Dagger Eul's Scepter of Divinity Dust of Appearance Boots of Speed Aeon Disk Aether Lens"
"6995523354","Invoker","Eurus","Loss","7","3","16","7.67","625","754","406","5","26","33053","3992","768","30295","Refresher Orb Black King Bar Blink Dagger Scythe of Vyse Boots of Travel Octarine Core"
"6995428585","Batrider","CHIRA JUNIOR","Loss","8","7","20","4.00","514","812","356","6","28","40140","0","0","23855","Scythe of Vyse Boots of Travel Blink Dagger Refresher Orb Aether Lens Black King Bar"
"6995428585","Treant Protector","Lefitan","Win","3","13","14","1.31","315","551","85","6","24","13961","62","3000","12660","Boots of Speed Gem of True Sight Lotus Orb Wraith Band Blink Dagger"
"6995428585","Snapfire","Cloud","Win","4","4","28","8.00","599","706","425","12","28","29311","1810","5589","29410","Blink Dagger Lotus Orb Aghanim's Scepter Refresher Orb Guardian Greaves Octarine Core"
"6995428585","Faceless Void","Dream`","Win","8","5","23","6.20","741","824","518","27","30","42714","11980","0","36045","Eye of Skadi Satanic Black King Bar Linken's Sphere Mjollnir"
"6995428585","Drow Ranger","lelouch","Loss","21","6","5","4.33","808","812","626","11","28","38923","13651","0","36405","Black King Bar Hurricane Pike Silver Edge Daedalus Manta Style Swift Blink"
